ORPHANET_ID	ORPHANET_NAME	OMIM_ID
163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome	613724
163681	Cortical dysplasia-focal epilepsy syndrome	610042
379	Chronic granulomatous disease	233690
379	Chronic granulomatous disease	233700
379	Chronic granulomatous disease	233710
379	Chronic granulomatous disease	306400
379	Chronic granulomatous disease	613960
379	Chronic granulomatous disease	233670
16	Blue cone monochromatism	303700
163699	Alveolar soft tissue sarcoma	606243
644	NARP syndrome	551500
637	Neurofibromatosis type 2	101000
163696	Action myoclonus-renal failure syndrome	254900
181	X-linked hypohidrotic ectodermal dysplasia	305100
163693	2p21 microdeletion syndrome	606407
163690	Hypotonia-cystinuria syndrome	606407
337	Fibrodysplasia ossificans progressiva	135100
3444	Watson syndrome	193520
377	Gorlin syndrome	109400
648	Noonan syndrome	163950
648	Noonan syndrome	605275
648	Noonan syndrome	609942
648	Noonan syndrome	610733
648	Noonan syndrome	611553
648	Noonan syndrome	613224
648	Noonan syndrome	613706
648	Noonan syndrome	615355
648	Noonan syndrome	616559
648	Noonan syndrome	616564
281	Monosomy 5p	123450
752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	264300
214	Cystinuria	220100
510	Lesch-Nyhan syndrome	300322
510	Lesch-Nyhan syndrome	308950
524	Li-Fraumeni syndrome	151623
524	Li-Fraumeni syndrome	609265
524	Li-Fraumeni syndrome	609266
699	Pearson syndrome	557000
640	Hereditary neuropathy with liability to pressure palsies	162500
60	Alpha-1-antitrypsin deficiency	613490
895	Waardenburg syndrome type 2	193510
895	Waardenburg syndrome type 2	600193
895	Waardenburg syndrome type 2	606662
895	Waardenburg syndrome type 2	608890
895	Waardenburg syndrome type 2	611584
896	Waardenburg syndrome type 3	148820
857	Townes-Brocks syndrome	107480
857	Townes-Brocks syndrome	617466
894	Waardenburg syndrome type 1	193500
682	Hyperkalemic periodic paralysis	170500
800	Schwartz-Jampel syndrome	255800
628	Diastrophic dwarfism	222600
673	Malaria	611162
681	Hypokalemic periodic paralysis	170400
681	Hypokalemic periodic paralysis	613345
126	Blepharophimosis-epicanthus inversus-ptosis syndrome	110100
107	BOR syndrome	113650
107	BOR syndrome	610896
774	Hereditary hemorrhagic telangiectasia	600376
774	Hereditary hemorrhagic telangiectasia	601101
774	Hereditary hemorrhagic telangiectasia	610655
774	Hereditary hemorrhagic telangiectasia	615506
774	Hereditary hemorrhagic telangiectasia	187300
794	Saethre-Chotzen syndrome	101400
710	Pfeiffer syndrome	101600
2869	Peutz-Jeghers syndrome	175200
893	WAGR syndrome	194072
893	WAGR syndrome	612469
912	Zellweger syndrome	214100
912	Zellweger syndrome	214110
912	Zellweger syndrome	614859
912	Zellweger syndrome	614862
912	Zellweger syndrome	614866
912	Zellweger syndrome	614870
912	Zellweger syndrome	614872
912	Zellweger syndrome	617370
912	Zellweger syndrome	614876
912	Zellweger syndrome	614882
912	Zellweger syndrome	614883
912	Zellweger syndrome	614886
912	Zellweger syndrome	614887
50	Aicardi syndrome	304050
53	Albers-Schönberg osteopetrosis	166600
14	Abetalipoproteinemia	200100
52	Alagille syndrome	118450
52	Alagille syndrome	610205
167	Chédiak-Higashi syndrome	214500
195	Cat-eye syndrome	115470
207	Crouzon disease	123500
205	Crigler-Najjar syndrome	218800
205	Crigler-Najjar syndrome	606785
201	Cowden syndrome	158350
201	Cowden syndrome	612359
201	Cowden syndrome	615106
201	Cowden syndrome	615107
201	Cowden syndrome	615108
201	Cowden syndrome	615109
201	Cowden syndrome	616858
192	Coffin-Lowry syndrome	303600
2442	X-linked lymphoproliferative disease	300635
2442	X-linked lymphoproliferative disease	308240
169808	Mild hemophilia A	306700
169802	Severe hemophilia A	306700
169805	Moderately severe hemophilia A	306700
562	McCune-Albright syndrome	174800
565	Menkes disease	309400
474	Jeune syndrome	617088
474	Jeune syndrome	611263
474	Jeune syndrome	613819
474	Jeune syndrome	613091
474	Jeune syndrome	614376
474	Jeune syndrome	615633
474	Jeune syndrome	615630
474	Jeune syndrome	616300
474	Jeune syndrome	208500
540	Familial hemophagocytic lymphohistiocytosis	267700
540	Familial hemophagocytic lymphohistiocytosis	603552
540	Familial hemophagocytic lymphohistiocytosis	603553
540	Familial hemophagocytic lymphohistiocytosis	608898
540	Familial hemophagocytic lymphohistiocytosis	613101
568	Microphthalmia, Lenz type	300166
568	Microphthalmia, Lenz type	309800
564	Meckel syndrome	615397
564	Meckel syndrome	249000
564	Meckel syndrome	603194
564	Meckel syndrome	607361
564	Meckel syndrome	611134
564	Meckel syndrome	611561
564	Meckel syndrome	612284
564	Meckel syndrome	613885
564	Meckel syndrome	609345
564	Meckel syndrome	614209
564	Meckel syndrome	617562
289	Ellis Van Creveld syndrome	617088
289	Ellis Van Creveld syndrome	618123
289	Ellis Van Creveld syndrome	225500
258	Congenital muscular dystrophy type 1A	618138
258	Congenital muscular dystrophy type 1A	607855
1247	Schistosomiasis	181460
112	Bartter syndrome	241200
112	Bartter syndrome	601198
112	Bartter syndrome	601678
112	Bartter syndrome	602522
112	Bartter syndrome	607364
112	Bartter syndrome	613090
112	Bartter syndrome	300971
1646	Partial chromosome Y deletion	400042
1646	Partial chromosome Y deletion	415000
169464	Primary CD59 deficiency	612300
116	Beckwith-Wiedemann syndrome	130650
87	Apert syndrome	101200
97	Familial paroxysmal ataxia	108500
169467	Recurrent Neisseria infections due to factor D deficiency	613912
313	Lamellar ichthyosis	242300
313	Lamellar ichthyosis	601277
313	Lamellar ichthyosis	604777
313	Lamellar ichthyosis	606545
313	Lamellar ichthyosis	612281
313	Lamellar ichthyosis	613943
313	Lamellar ichthyosis	617571
169799	Mild hemophilia B	306900
169796	Moderately severe hemophilia B	306900
169793	Severe hemophilia B	306900
1000	Ocular albinism with late-onset sensorineural deafness	300650
999	Ermine phenotype	227010
171430	Severe congenital nemaline myopathy	615348
171430	Severe congenital nemaline myopathy	161800
171430	Severe congenital nemaline myopathy	256030
171430	Severe congenital nemaline myopathy	615731
171430	Severe congenital nemaline myopathy	616165
171433	Intermediate nemaline myopathy	609284
171433	Intermediate nemaline myopathy	256030
171433	Intermediate nemaline myopathy	615731
171433	Intermediate nemaline myopathy	161800
171436	Typical nemaline myopathy	161800
171436	Typical nemaline myopathy	610687
171436	Typical nemaline myopathy	609285
171436	Typical nemaline myopathy	256030
171436	Typical nemaline myopathy	615731
171436	Typical nemaline myopathy	616165
171439	Childhood-onset nemaline myopathy	161800
171439	Childhood-onset nemaline myopathy	609285
171439	Childhood-onset nemaline myopathy	609284
171439	Childhood-onset nemaline myopathy	256030
171439	Childhood-onset nemaline myopathy	609273
171439	Childhood-onset nemaline myopathy	615731
171439	Childhood-onset nemaline myopathy	617336
171445	Muscle filaminopathy	609524
171607	X-linked spastic paraplegia type 34	300750
2771	Bruck syndrome	259450
2771	Bruck syndrome	609220
171612	Autosomal dominant spastic paraplegia type 37	611945
171617	Autosomal dominant spastic paraplegia type 38	612335
171622	Autosomal recessive spastic paraplegia type 32	611252
171629	Autosomal recessive spastic paraplegia type 35	612319
861	Treacher-Collins syndrome	154500
861	Treacher-Collins syndrome	248390
861	Treacher-Collins syndrome	613717
308	Unverricht-Lundborg disease	254800
308	Unverricht-Lundborg disease	310370
308	Unverricht-Lundborg disease	612437
199	Cornelia de Lange syndrome	122470
199	Cornelia de Lange syndrome	300590
199	Cornelia de Lange syndrome	300882
199	Cornelia de Lange syndrome	610759
199	Cornelia de Lange syndrome	614701
2162	Holoprosencephaly	609637
2162	Holoprosencephaly	610828
2162	Holoprosencephaly	610829
2162	Holoprosencephaly	612530
2162	Holoprosencephaly	614226
2162	Holoprosencephaly	142945
2162	Holoprosencephaly	142946
2162	Holoprosencephaly	147250
2162	Holoprosencephaly	157170
2162	Holoprosencephaly	236100
2162	Holoprosencephaly	605934
2162	Holoprosencephaly	609408
930	Idiopathic achalasia	200400
998	Albinism-deafness syndrome	300700
1727	22q11.2 microduplication syndrome	608363
169079	Cernunnos-XLF deficiency	611291
168984	CLAPO syndrome	613089
168972	Kahrizi syndrome	612713
169100	Immunodeficiency due to CD25 deficiency	606367
169090	Combined immunodeficiency due to CRAC channel dysfunction	612782
169090	Combined immunodeficiency due to CRAC channel dysfunction	612783
169095	Alymphoid cystic thymic dysgenesis	601705
169082	Combined immunodeficiency due to CD3gamma deficiency	615607
169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	608957
753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	264600
868	Triose phosphate-isomerase deficiency	615512
218	Darier disease	124200
168796	Heart-hand syndrome, Slovenian type	610140
1465	Coffin-Siris syndrome	135900
1465	Coffin-Siris syndrome	614607
1465	Coffin-Siris syndrome	614608
1465	Coffin-Siris syndrome	614609
1465	Coffin-Siris syndrome	615866
1465	Coffin-Siris syndrome	616938
1465	Coffin-Siris syndrome	617808
1465	Coffin-Siris syndrome	618027
1465	Coffin-Siris syndrome	618362
168953	Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement	613523
1600	Monosomy 18q	601808
1598	Monosomy 18p	146390
2772	Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome	259410
2609	Isolated complex I deficiency	618230
2609	Isolated complex I deficiency	618232
2609	Isolated complex I deficiency	618241
2609	Isolated complex I deficiency	618222
2609	Isolated complex I deficiency	618229
2609	Isolated complex I deficiency	618236
2609	Isolated complex I deficiency	618233
2609	Isolated complex I deficiency	618240
2609	Isolated complex I deficiency	252010
2609	Isolated complex I deficiency	301021
2609	Isolated complex I deficiency	618237
2609	Isolated complex I deficiency	618224
2609	Isolated complex I deficiency	618246
2609	Isolated complex I deficiency	301020
2609	Isolated complex I deficiency	618228
2609	Isolated complex I deficiency	618225
2609	Isolated complex I deficiency	618234
2609	Isolated complex I deficiency	618250
2609	Isolated complex I deficiency	618226
2609	Isolated complex I deficiency	618245
2609	Isolated complex I deficiency	618251
2609	Isolated complex I deficiency	618253
2609	Isolated complex I deficiency	618238
2609	Isolated complex I deficiency	618242
626	Large congenital melanocytic nevus	137550
773	Refsum disease	266500
773	Refsum disease	614879
169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	608971
169150	Immunodeficiency due to a late component of complement deficiency	610102
169150	Immunodeficiency due to a late component of complement deficiency	612446
169150	Immunodeficiency due to a late component of complement deficiency	613789
169150	Immunodeficiency due to a late component of complement deficiency	613790
169150	Immunodeficiency due to a late component of complement deficiency	613825
169150	Immunodeficiency due to a late component of complement deficiency	609536
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	608971
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	610163
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	615615
169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	615617
169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	608971
1947	Progressive epilepsy-intellectual disability syndrome, Finnish type	610003
169147	Immunodeficiency due to a classical component pathway complement deficiency	216950
169147	Immunodeficiency due to a classical component pathway complement deficiency	217000
169147	Immunodeficiency due to a classical component pathway complement deficiency	613652
169147	Immunodeficiency due to a classical component pathway complement deficiency	613783
169147	Immunodeficiency due to a classical component pathway complement deficiency	614379
169147	Immunodeficiency due to a classical component pathway complement deficiency	614380
169142	Recurrent infection due to specific granule deficiency	617475
169142	Recurrent infection due to specific granule deficiency	245480
352	Galactosemia	230200
352	Galactosemia	230350
352	Galactosemia	230400
596	X-linked centronuclear myopathy	310400
610	Bethlem myopathy	158810
610	Bethlem myopathy	616471
169186	Autosomal recessive centronuclear myopathy	255200
169186	Autosomal recessive centronuclear myopathy	615959
464	Incontinentia pigmenti	308300
3307	Tetrasomy 18p	614290
169189	Autosomal dominant centronuclear myopathy	160150
169189	Autosomal dominant centronuclear myopathy	614408
3084	Mirhosseini-Holmes-Walton syndrome	268050
44	Neonatal adrenoleukodystrophy	202370
44	Neonatal adrenoleukodystrophy	266510
44	Neonatal adrenoleukodystrophy	601539
44	Neonatal adrenoleukodystrophy	614863
44	Neonatal adrenoleukodystrophy	614867
44	Neonatal adrenoleukodystrophy	614871
44	Neonatal adrenoleukodystrophy	614873
44	Neonatal adrenoleukodystrophy	614877
44	Neonatal adrenoleukodystrophy	614885
44	Neonatal adrenoleukodystrophy	614920
44	Neonatal adrenoleukodystrophy	617370
56	Alkaptonuria	203500
963	Acromegaly	102200
963	Acromegaly	300943
1059	Blue rubber bleb nevus	112200
1046	Lethal hemolytic anemia-genital anomalies syndrome	600461
22	Succinic semialdehyde dehydrogenase deficiency	271980
29	Mevalonic aciduria	610377
245	Nager syndrome	154400
30	Hereditary orotic aciduria	258900
36	Acrocallosal syndrome	200990
915	Aarskog-Scott syndrome	100050
915	Aarskog-Scott syndrome	305400
2614	Nail-patella syndrome	161200
33	Isovaleric acidemia	243500
819	Smith-Magenis syndrome	182290
3085	Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome	268020
168615	Hereditary persistence of alpha-fetoprotein	615970
168612	Congenital deficiency in alpha-fetoprotein	615969
1452	Cleidocranial dysplasia	119600
1452	Cleidocranial dysplasia	216330
168629	Autosomal thrombocytopenia with normal platelets	188000
168629	Autosomal thrombocytopenia with normal platelets	273900
168629	Autosomal thrombocytopenia with normal platelets	612004
168624	Familial scaphocephaly syndrome, McGillivray type	609579
193	Cohen syndrome	216550
1488	Cooper-Jabs syndrome	209770
168632	Generalized basaloid follicular hamartoma syndrome	605827
1334	Chronic mucocutaneous candidiasis	114580
1334	Chronic mucocutaneous candidiasis	247650
1334	Chronic mucocutaneous candidiasis	252250
1334	Chronic mucocutaneous candidiasis	607644
1334	Chronic mucocutaneous candidiasis	613108
1334	Chronic mucocutaneous candidiasis	613953
1334	Chronic mucocutaneous candidiasis	613956
1334	Chronic mucocutaneous candidiasis	615527
1334	Chronic mucocutaneous candidiasis	616445
168583	Hereditary North American Indian childhood cirrhosis	604901
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	212350
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	615418
168577	Hereditary cryohydrocytosis with reduced stomatin	608885
168593	Sudden infant death-dysgenesis of the testes syndrome	608800
168588	Hyperandrogenism due to cortisone reductase deficiency	604931
168588	Hyperandrogenism due to cortisone reductase deficiency	614662
168601	Congenital enteropathy due to enteropeptidase deficiency	226200
1414	Cholestasis-lymphedema syndrome	214900
168598	Brain demyelination due to methionine adenosyltransferase deficiency	250850
168609	Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure	580000
168606	Seborrhea-like dermatitis with psoriasiform elements	610227
168549	Axial spondylometaphyseal dysplasia	602271
168552	Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome	607543
1154	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome	108145
168555	Spondylometaphyseal dysplasia, A4 type	609052
168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	613743
168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	607080
124	Blackfan-Diamond anemia	105650
124	Blackfan-Diamond anemia	300946
124	Blackfan-Diamond anemia	606129
124	Blackfan-Diamond anemia	606164
124	Blackfan-Diamond anemia	610629
124	Blackfan-Diamond anemia	612527
124	Blackfan-Diamond anemia	612528
124	Blackfan-Diamond anemia	612561
124	Blackfan-Diamond anemia	612562
124	Blackfan-Diamond anemia	612563
124	Blackfan-Diamond anemia	613308
124	Blackfan-Diamond anemia	613309
124	Blackfan-Diamond anemia	614900
124	Blackfan-Diamond anemia	615550
124	Blackfan-Diamond anemia	615909
124	Blackfan-Diamond anemia	618313
124	Blackfan-Diamond anemia	618312
124	Blackfan-Diamond anemia	618310
124	Blackfan-Diamond anemia	617409
124	Blackfan-Diamond anemia	617408
168566	Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	610505
1310	Caffey disease	114000
168569	H syndrome	602782
168572	Native American myopathy	255995
125	Bloom syndrome	210900
90	Argininemia	207800
168443	Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome	183849
1065	Aniridia-cerebellar ataxia-intellectual disability syndrome	206700
168451	Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	601668
1135	Arrhinia-choanal atresia-microphthalmia syndrome	603457
168454	Spondyloepimetaphyseal dysplasia, Geneviève type	610442
1146	Digitotalar dysmorphism	616266
1146	Digitotalar dysmorphism	108120
1146	Digitotalar dysmorphism	126050
1146	Digitotalar dysmorphism	614335
1143	Neurogenic arthrogryposis multiplex congenita	208100
168486	Congenital neuronal ceroid lipofuscinosis	610127
168491	Late infantile neuronal ceroid lipofuscinosis	256731
168491	Late infantile neuronal ceroid lipofuscinosis	600143
168491	Late infantile neuronal ceroid lipofuscinosis	601780
168491	Late infantile neuronal ceroid lipofuscinosis	610127
168491	Late infantile neuronal ceroid lipofuscinosis	610951
168491	Late infantile neuronal ceroid lipofuscinosis	204500
168491	Late infantile neuronal ceroid lipofuscinosis	256730
168544	Spondylometaphyseal dysplasia, Golden type	313420
1147	Sheldon-Hall syndrome	616266
1147	Sheldon-Hall syndrome	601680
246	Postaxial acrofacial dysostosis	263750
1770	XY type gonadal dysgenesis-associated anomalies syndrome	233430
1775	Dyskeratosis congenita	127550
1775	Dyskeratosis congenita	224230
1775	Dyskeratosis congenita	305000
1775	Dyskeratosis congenita	613987
1775	Dyskeratosis congenita	613988
1775	Dyskeratosis congenita	613989
1775	Dyskeratosis congenita	613990
1775	Dyskeratosis congenita	615190
1775	Dyskeratosis congenita	616353
1764	Familial dysautonomia	223900
235	Dubowitz syndrome	223370
239	Dyggve-Melchior-Clausen disease	223800
239	Dyggve-Melchior-Clausen disease	304950
833	Encephalopathy due to sulfite oxidase deficiency	252150
833	Encephalopathy due to sulfite oxidase deficiency	252160
833	Encephalopathy due to sulfite oxidase deficiency	272300
833	Encephalopathy due to sulfite oxidase deficiency	615501
167714	Unclassified acute myeloid leukemia	601626
765	Pyruvate dehydrogenase deficiency	245348
765	Pyruvate dehydrogenase deficiency	245349
765	Pyruvate dehydrogenase deficiency	246900
