"MESH_ID"	"UMLS_CUI"	"UMLS_NAME"
"D009084"	"C0026706"	"Mucopolysaccharidosis III"
"D009084"	"C0086647"	"Mucopolysaccharidosis Type IIIA"
"D009084"	"C0086648"	"MPS III B"
"D009084"	"C0086649"	"MPS III C"
"D009084"	"C0086650"	"MPS III D"
"D009083"	"C0026703"	"Mucopolysaccharidoses"
"D009081"	"C0020725"	"Type II Mucolipidosis"
"D009081"	"C0023806"	"Lipomucopolysaccharidosis"
"D009081"	"C0026697"	"Mucolipidoses"
"D009081"	"C0033788"	"Pseudo-Hurler Polydystrophy"
"D009081"	"C0238286"	"Mucolipidosis Type IV"
"D009081"	"C0268226"	"Type I Mucolipidosis"
"D009080"	"C0026691"	"Mucocutaneous Lymph Node Syndrome"
"D009091"	"C0026718"	"Mucormycosis"
"D010048"	"C0010093"	"Corpus Luteum Cyst"
"D010048"	"C0029927"	"Ovarian Cysts"
"D009069"	"C0026650"	"Movement Disorders"
"D009069"	"C0266487"	"Etat Marbre"
"D010049"	"C0029928"	"Ovarian Diseases"
"D009066"	"C0026644"	"Mouth, Edentulous"
"D009062"	"C0026640"	"Mouth Neoplasms"
"D009062"	"C0153381"	"Malignant neoplasm of mouth"
"D010040"	"C0029899"	"Otosclerosis"
"D009078"	"C0026683"	"Mucocele"
"D010051"	"C0919267"	"ovarian neoplasm"
"D010051"	"C1140680"	"Malignant neoplasm of ovary"
"D009072"	"C0026654"	"Moyamoya Disease"
"D009072"	"C0751322"	"Moyamoya Disease, Primary"
"D009072"	"C0751323"	"Moyamoya Disease, Secondary"
"D010026"	"C0029464"	"Osteosclerosis"
"D010025"	"C0029461"	"Osteoradionecrosis"
"D010029"	"C0029471"	"Ostertagiasis"
"D009041"	"C0001882"	"Airsickness"
"D009041"	"C0007297"	"Carsickness"
"D009041"	"C0026603"	"Motion Sickness"
"D009041"	"C0036494"	"Seasickness"
"D010020"	"C0022682"	"Kienbock Disease"
"D010020"	"C0027543"	"Avascular necrosis of bone"
"D010020"	"C0029445"	"Bone necrosis"
"D010020"	"C0520474"	"Aseptic Necrosis of Bone"
"D010022"	"C0029454"	"Osteopetrosis"
"D010022"	"C3179239"	"Osteopetrosis Autosomal Dominant Type 2"
"D010022"	"C3645711"	"Congenital Osteopetrosis"
"D010024"	"C0001787"	"Osteoporosis, Age-Related"
"D010024"	"C0029456"	"Osteoporosis"
"D010024"	"C0029459"	"Osteoporosis, Senile"
"D010024"	"C0751406"	"Post-Traumatic Osteoporosis"
"D010023"	"C0029455"	"Osteopoikilosis (disorder)"
"D009059"	"C0026636"	"Mouth Diseases"
"D009058"	"C0026635"	"Mouth Breathing"
"D009057"	"C0038368"	"Stomatognathic Diseases"
"D009057"	"C1704330"	"Dental Diseases"
"D010039"	"C0029897"	"Otorhinolaryngologic Neoplasms"
"D010039"	"C2350762"	"Otorhinolaryngeal Cancer"
"D009056"	"C0026633"	"Mouth Abnormalities"
"D010038"	"C0029896"	"Otorhinolaryngologic Diseases"
"D009050"	"C0026618"	"Dental Fluorosis, Acquired"
"D010031"	"C0029877"	"Ear Inflammation"
"D010031"	"C0699744"	"Infection of ear"
"D010033"	"C0029882"	"Otitis Media"
"D010032"	"C0029878"	"Otitis Externa"
"D010035"	"C0029888"	"Suppurative otitis media"
"D010034"	"C0029883"	"Otitis Media with Effusion"
"D010034"	"C0271453"	"Serous otitis media"
"D000686"	"C0002726"	"Amyloidosis"
"D010004"	"C0029411"	"Osteoarthropathy, Primary Hypertrophic"
"D010004"	"C0345408"	"Hereditary clubbing"
"D010004"	"C2674695"	"Hypertrophic Osteoarthropathy, Primary, Autosomal Dominant"
"D010004"	"C2678439"	"CRANIOOSTEOARTHROPATHY"
"D010003"	"C0029408"	"Degenerative polyarthritis"
"D010003"	"C0086743"	"Osteoarthrosis Deformans"
"D010005"	"C0009080"	"Clubbed Fingers"
"D010005"	"C0029412"	"Osteoarthropathy, Secondary Hypertrophic"
"D010008"	"C0029421"	"Osteochondritis Dissecans"
"D009021"	"C0026552"	"Morphine Dependence"
"D009021"	"C0600272"	"Morphine Abuse"
"D010007"	"C0029420"	"Osteochondritis"
"D010007"	"C1504554"	"Meniscitis"
"D010009"	"C0013366"	"Dyschondroplasias"
"D010009"	"C0025237"	"Melnick-Needles Syndrome"
"D010009"	"C0026760"	"Multiple Epiphyseal Dysplasia"
"D010009"	"C0029422"	"Osteochondrodysplasias"
"D010009"	"C0036391"	"Schwartz-Jampel Syndrome"
"D010009"	"C0038015"	"Spondyloepiphyseal Dysplasia"
"D010009"	"C0432272"	"Van Buchem disease"
"D010009"	"C3541456"	"Spondyloepiphyseal Dysplasia Tarda, X-Linked"
"D010009"	"C4551479"	"Schwartz-Jampel Syndrome, Type 1"
"D010000"	"C0029400"	"Osteitis"
"D010002"	"C0029405"	"Osteitis Fibrosa Cystica"
"D010001"	"C0029401"	"Osteitis Deformans"
"D000699"	"C0002768"	"Congenital Pain Insensitivity"
"D000690"	"C0002736"	"Amyotrophic Lateral Sclerosis"
"D000690"	"C0393554"	"Amyotrophic Lateral Sclerosis With Dementia"
"D000690"	"C0543859"	"Amyotrophic Lateral Sclerosis, Guam Form"
"D000694"	"C0002757"	"Anal Gland Neoplasms"
"D010015"	"C0029436"	"Osteolysis, Essential"
"D010015"	"C0029437"	"Idiopathic Multicentric Osteolyses"
"D010015"	"C0029438"	"Massive Osteolyses"
"D012678"	"C0036659"	"Sensation Disorders"
"D012678"	"C0152027"	"Sensory Disorders"
"D012678"	"C0751497"	"Special Senses Disorders"
"D010014"	"C0221204"	"Lytic lesion"
"D010017"	"C0029441"	"Osteoid osteoma"
"D010016"	"C0029440"	"Osteoma"
"D010019"	"C0029443"	"Osteomyelitis"
"D010018"	"C3887650"	"Adult Rickets"
"D010013"	"C0023931"	"Lobstein Disease"
"D010013"	"C0029434"	"Osteogenesis Imperfecta"
"D012640"	"C0022333"	"Jacksonian Seizure"
"D012640"	"C0036572"	"Seizures"
"D012640"	"C0149958"	"Complex partial seizures"
"D012640"	"C0234533"	"Generalized seizures"
"D012640"	"C0234535"	"Clonic Seizures"
"D012640"	"C0270824"	"Visual seizure"
"D012640"	"C0270844"	"Tonic Seizures"
"D012640"	"C0270846"	"Epileptic drop attack"
"D012640"	"C0422850"	"Seizures, Somatosensory"
"D012640"	"C0422852"	"Seizures, Auditory"
"D012640"	"C0422853"	"Olfactory seizure"
"D012640"	"C0422854"	"Gustatory seizure"
"D012640"	"C0422855"	"Vertiginous seizure"
"D012640"	"C0494475"	"Tonic - clonic seizures"
"D012640"	"C0751056"	"Non-epileptic convulsion"
"D012640"	"C0751110"	"Single Seizure"
"D012640"	"C0751123"	"Atonic Absence Seizures"
"D012640"	"C0751494"	"Convulsive Seizures"
"D012640"	"C0751495"	"Seizures, Focal"
"D012640"	"C0751496"	"Seizures, Sensory"
"D012640"	"C3495874"	"Nonepileptic Seizures"
"D012640"	"C4048158"	"Convulsions"
"D012640"	"C4316903"	"Absence Seizures"
"D012640"	"C4317109"	"Epileptic Seizures"
"D012640"	"C4317123"	"Myoclonic Seizures"
"D012640"	"C4505436"	"Generalized Absence Seizures"
"D009008"	"C2713367"	"Abnormality, Severe Teratoid"
"D000673"	"C0002694"	"Amputation, Traumatic"
"D009006"	"C0026499"	"Monosomy"
"D009011"	"C0026508"	"Monteggia's Fracture"
"D012652"	"C0036601"	"Self Mutilation"
"D000648"	"C0002624"	"Retrograde amnesia"
"D000648"	"C0750908"	"Pre-Ictal Amnesia"
"D000648"	"C0750909"	"Retrograde Memory Loss"
"D000648"	"C0750910"	"Pre-Ictal Memory Loss"
"D000647"	"C0002622"	"Amnesia"
"D000647"	"C0233750"	"Hysterical amnesia"
"D000647"	"C0233796"	"Temporary Amnesia"
"D000647"	"C0236795"	"Dissociative Amnesia"
"D000647"	"C0262497"	"Global Amnesia"
"D000647"	"C0750906"	"Tactile Amnesia"
"D000647"	"C0750907"	"Amnestic State"
"D012628"	"C0036508"	"Seborrheic dermatitis"
"D012625"	"C0036502"	"Sebaceous Gland Diseases"
"D012626"	"C0036503"	"Sebaceous Gland Neoplasms"
"D000652"	"C0002636"	"Amniotic Band Syndrome"
"D000652"	"C0002693"	"Amputation, Intrauterine"
"D000652"	"C0003102"	"Annular Grooves"
"D000652"	"C0086928"	"Ring Constrictions, Intrauterine"
"D000652"	"C1527388"	"Amniotic Bands"
"D012607"	"C0036454"	"Scotoma"
"D012607"	"C0152191"	"Scotoma, Central"
"D012607"	"C0235066"	"Scotoma, Peripheral"
"D012607"	"C0235068"	"Scotoma, Scintillating"
"D012607"	"C0271196"	"Scotoma, Centrocecal"
"D012607"	"C0271197"	"Scotoma, Paracentral"
"D012607"	"C0271198"	"Scotoma, Arcuate"
"D012607"	"C0271200"	"Scotoma, Bjerrum"
"D012607"	"C0422991"	"Scotoma, Altitudinal"
"D012607"	"C0438434"	"Scotoma, Ring"
"D012607"	"C0544679"	"Scotoma, Paracecal"
"D012607"	"C0553624"	"Scotoma, Sector"
"D012608"	"C0036457"	"Scrapie"
"D012600"	"C0036439"	"Scoliosis, unspecified"
"D012618"	"C0036489"	"Sea-Blue Histiocyte Syndrome"
"D012612"	"C0036472"	"Scrub Typhus"
"D012610"	"C0036465"	"Screw Worm Infection"
"D012610"	"C4505434"	"Chrysomya bezziana Infection"
"D012610"	"C4505435"	"Cochliomyia hominivorax Infection"
"D012614"	"C0036474"	"Scurvy"
"D000724"	"C0002831"	"Ancylostomiasis"
"D012707"	"C0036769"	"Sertoli Cell Tumor"
"D012700"	"C0036749"	"Serositis"
"D012719"	"C0036850"	"Setariasis"
"D012713"	"C0036830"	"Serum Sickness"
"D000708"	"C0002793"	"Anaplasia"
"D000707"	"C0002792"	"anaphylaxis"
"D000711"	"C0002796"	"Anaplasmataceae Infections"
"D000711"	"C0018476"	"Haemobartonellosis"
"D000712"	"C0002797"	"Bovine Anaplasmosis"
"D000712"	"C4476477"	"Human Granulocytic Anaplasmosis"
"D046110"	"C0341934"	"Transient hypertension of pregnancy"
"D046110"	"C0852036"	"Pregnancy associated hypertension"
"D034081"	"C1135993"	"Wasting Disease, Chronic"
"D046150"	"C0271568"	"Laron Syndrome"
"D046151"	"C0266284"	"Lingual Thyroid"
"D046152"	"C0238198"	"Gastrointestinal Stromal Tumors"
"D046152"	"C3179349"	"Gastrointestinal Stromal Sarcoma"
"D061686"	"C0033038"	"Premature Ejaculation"
"D010190"	"C0030297"	"Pancreatic Neoplasm"
"D010190"	"C0346647"	"Malignant neoplasm of pancreas"
"D010192"	"C0030299"	"Pancreatic Pseudocyst"
"D034161"	"C0030790"	"Pelvic Infection"
"D010182"	"C0030286"	"Pancreatic Diseases"
"D010185"	"C0030290"	"Pancreatic Fistula"
"D010188"	"C0267963"	"Exocrine pancreatic insufficiency"
"D034141"	"C0239981"	"Hypoalbuminemia"
"D010195"	"C0030305"	"Pancreatitis"
"D010198"	"C0030312"	"Pancytopenia"
"D046088"	"C0521785"	"Hearing Loss, Unilateral"
"D046088"	"C2607947"	"Unilateral deafness"
"D046089"	"C0155552"	"Hearing Loss, Mixed Conductive-Sensorineural"
"D058070"	"C2936329"	"Asymptomatic Diseases"
"D058069"	"C2936328"	"Neglected Diseases"
"D009188"	"C0026976"	"Myelitis, Transverse"
"D009188"	"C0270627"	"Myelitis, Acute Transverse"
"D009188"	"C0746706"	"Myelitis, Necrotizing"
"D009188"	"C0751342"	"Myelitis, Paraneoplastic"
"D009188"	"C0751343"	"Myelitis, Postinfectious"
"D009188"	"C0751344"	"Myelitis, Postvaccinal"
"D009188"	"C0751345"	"Myelitis, Subacute Transverse"
"D009188"	"C0751346"	"Demyelinative Myelitis"
"D009187"	"C0026975"	"Myelitis"
"D009187"	"C0472347"	"Subacute Necrotising Myelitis"
"D009187"	"C0751341"	"Infectious Myelitis"
"D058066"	"C2936323"	"Digital Dermatitis"
"D058066"	"C2936324"	"Ovine Digital Dermatitis"
"D058066"	"C2936325"	"Bovine Digital Dermatitis"
"D058065"	"C0853897"	"Diabetic Cardiomyopathies"
"D009182"	"C0026948"	"Mycosis Fungoides"
"D009181"	"C0026946"	"Mycoses"
"D009180"	"C0026945"	"Mycoplasmatales Infections"
"D010167"	"C0030232"	"Pallor"
"D010181"	"C0030283"	"Pancreatic Cyst"
"D009198"	"C0027030"	"Myiasis"
"D009196"	"C0027022"	"Myeloproliferative disease"
"D009190"	"C2713368"	"Hematopoetic Myelodysplasia"
"D009190"	"C3463824"	"MYELODYSPLASTIC SYNDROME"
"D010178"	"C0030271"	"Pancoast Syndrome"
"D010178"	"C0549471"	"Pancoast Tumor"
"D010146"	"C0030193"	"Pain"
"D010146"	"C0234230"	"Pain, Burning"
"D010146"	"C0234238"	"Ache"
"D010146"	"C0234254"	"Radiating pain"
"D010146"	"C0458257"	"Pain, Splitting"
"D010146"	"C0458259"	"Pain, Crushing"
"D010146"	"C0751407"	"Pain, Migratory"
"D010146"	"C0751408"	"Suffering, Physical"
"D010149"	"C0030201"	"Pain, Postoperative"
"D010148"	"C0030200"	"Pain, Intractable"
"D009165"	"C0026919"	"Mycobacterium Infections, Nontuberculous"
"D009165"	"C1608955"	"Mycobacterium abscessus Infection"
"D009165"	"C3266863"	"Atypical Mycobacteriosis, Familial"
"D058088"	"C2936331"	"Sarcoglycanopathies"
"D058088"	"C2936332"	"Alpha-Sarcoglycanopathies"
"D009164"	"C0026918"	"Mycobacterium Infections"
"D010145"	"C0030186"	"Paget Disease Extramammary"
"D010144"	"C0030185"	"Paget's Disease, Mammary"
"D022125"	"C0043246"	"Laceration"
"D022124"	"C0220994"	"Hyperammonemia"
"D010157"	"C0030215"	"Palatal Neoplasms"
"D009175"	"C0014476"	"Eperythrozoonosis"
"D009175"	"C0026936"	"Mycoplasma Infections"
"D009139"	"C0151491"	"Congenital musculoskeletal anomalies"
"D009137"	"C0026851"	"Muscular Dystrophy, Animal"
"D009145"	"C0026865"	"Mushroom Poisoning"
"D009140"	"C0026857"	"Musculoskeletal Diseases"
"D012784"	"C0037006"	"Shoulder Fractures"
"D012784"	"C4279945"	"Greater Tuberosity Fractures"
"D010123"	"C0004046"	"Aspiculariasis"
"D010123"	"C0030100"	"Oxyuriasis"
"D012783"	"C0037005"	"Shoulder Dislocation"
"D012783"	"C1720803"	"Glenohumeral Subluxation"
"D009157"	"C0026896"	"Myasthenia Gravis"
"D009157"	"C0751339"	"Myasthenia Gravis, Generalized"
"D009157"	"C0751340"	"Myasthenia Gravis, Ocular"
"D012797"	"C0037033"	"Sialometaplasia, Necrotizing"
"D009155"	"C0026884"	"Mutism"
"D009155"	"C0234477"	"Kussmaul Aphasia"
"D009155"	"C0236818"	"Selective Mutism"
"D009155"	"C0264628"	"Mutism, Conversion"
"D009155"	"C0751338"	"Mutism, Organic"
"D012798"	"C0013132"	"Drooling"
"D012798"	"C0037036"	"Sialorrhea"
"D012791"	"C0037019"	"Shy-Drager Syndrome"
"D012790"	"C0037018"	"Shwartzman Phenomenon"
"D012793"	"C0037023"	"Sialadenitis"
"D012793"	"C2930620"	"Irradiation-Induced Sialadenitis"
"D000788"	"C0002963"	"Angina Pectoris, Variant"
"D000787"	"C0002962"	"Angina Pectoris"
"D000785"	"C0002950"	"Aneurysm, Infected"
"D000785"	"C0004616"	"Aneurysm, Bacterial"
"D000785"	"C0085808"	"Aneurysm, Mycotic"
"D000789"	"C0002965"	"Angina, Unstable"
"D000789"	"C0086666"	"Myocardial Preinfarction Syndrome"
"D000784"	"C0002949"	"Aneurysm, Dissecting"
"D000784"	"C0340643"	"Dissection of aorta"
"D000784"	"C4277533"	"Dissection, Blood Vessel"
"D000783"	"C0002940"	"Aneurysm"
"D000783"	"C0333099"	"Fusiform Aneurysm"
"D000783"	"C2713497"	"Saccular Aneurysm"
"D000782"	"C0002938"	"Aneuploidy"
"D000782"	"C1257910"	"Aneuploid Cell"
"D012766"	"C0036969"	"Pasteurellosis, Pneumonic"
"D009123"	"C0026825"	"Flaccid Muscle Tone"
"D009123"	"C0026827"	"Muscle hypotonia"
"D009123"	"C0427201"	"Floppy Muscles"
"D009123"	"C0427202"	"Muscle Tone Atonic"
"D009123"	"C0751330"	"Unilateral Hypotonia"
"D009123"	"C2267233"	"Neonatal Hypotonia"
"D009122"	"C0026826"	"Muscle Hypertonia"
"D009122"	"C0751325"	"Hypertonia, Detrusor Muscle"
"D009122"	"C0751326"	"Hypertonia, Infantile"
"D009122"	"C0751327"	"Hypertonia, Neonatal"
"D009122"	"C0751328"	"Hypertonia, Sphincter"
"D009122"	"C0751329"	"Hypertonia, Transient"
"D009120"	"C0010263"	"Limb Cramp"
"D009120"	"C0026821"	"Muscle Cramp"
"D012769"	"C0020683"	"Hypovolemic Shock"
"D012769"	"C0036974"	"Shock"
"D000799"	"C0002994"	"Angioedema"
"D000798"	"C0002992"	"Angiomatosis"
"D000796"	"C0002989"	"Epithelioid hemangioma of skin"
"D000796"	"C0033838"	"Kimura Disease"
"D000796"	"C1368797"	"Pseudopyogenic Granuloma"
"D000795"	"C0002986"	"Fabry Disease"
"D000794"	"C0002985"	"Angiokeratoma"
"D009128"	"C0026838"	"Muscle Spasticity"
"D009128"	"C0277820"	"Clasp-Knife Spasticity"
"D009128"	"C0443306"	"Spastic"
"D000793"	"C0002982"	"Angioid Streaks"
"D009127"	"C0026837"	"Muscle Rigidity"
"D009127"	"C0151564"	"Cogwheel Rigidity"
"D009127"	"C0231519"	"Gegenhalten"
"D009127"	"C0233608"	"Catatonic Rigidity"
"D009127"	"C0239325"	"Extensor Rigidity"
"D009127"	"C0277821"	"Extrapyramidal Rigidity"
"D009127"	"C1320474"	"Nuchal Rigidity"
"D024741"	"C0597124"	"Obstructive asymmetric septal hypertrophy"
"D024741"	"C0700053"	"Idiopathic hypertrophic subaortic stenosis"
"D024741"	"C0949658"	"Cardiomyopathy, Hypertrophic, Familial"
"D009136"	"C0026850"	"Muscular Dystrophy"
"D009135"	"C0026848"	"Myopathy"
"D012778"	"C0036992"	"Short Bowel Syndrome"
"D009134"	"C0026847"	"Spinal Muscular Atrophy"
"D009134"	"C0270765"	"Myelopathic Muscular Atrophy"
"D009134"	"C0393541"	"Distal Spinal Muscular Atrophy"
"D009134"	"C0393546"	"Oculopharyngeal Spinal Muscular Atrophy"
"D009134"	"C0393547"	"Bulbospinal Neuronopathy"
"D009134"	"C0751334"	"Progressive Proximal Myelopathic Muscular Atrophy"
"D009134"	"C0751335"	"Scapuloperoneal Form of Spinal Muscular Atrophy"
"D009134"	"C0917981"	"Progressive Muscular Atrophy"
"D009134"	"C3661519"	"Hereditary Motor Neuronopathy"
"D009133"	"C0026846"	"Muscular Atrophy"
"D009133"	"C0270948"	"Neurogenic Muscular Atrophy"
"D012779"	"C0024507"	"Majewski Syndrome"
"D012779"	"C0036069"	"Saldino-Noonan Syndrome"
"D012779"	"C0036996"	"Short Rib-Polydactyly Syndrome"
"D012770"	"C0036980"	"Shock, Cardiogenic"
"D012773"	"C0036984"	"Shock, Surgical"
"D012774"	"C0036986"	"Shock, Traumatic"
"D012771"	"C0036982"	"Shock, Hemorrhagic"
"D012772"	"C0036981"	"Endotoxic shock"
"D012772"	"C0036983"	"Septic Shock"
"D012772"	"C0600327"	"Toxic Shock Syndrome"
"D009103"	"C0026769"	"Multiple Sclerosis"
"D009103"	"C0751324"	"Multiple Sclerosis, Acute Fulminating"
"D009102"	"C0026766"	"Multiple Organ Failure"
"D009101"	"C0026764"	"Multiple Myeloma"
"D009100"	"C0026755"	"Multiple Carboxylase Deficiency"
"D012749"	"C0036916"	"Sexually Transmitted Diseases"
"D009107"	"C0026780"	"Mumps"
"D009105"	"C0013259"	"Dual Personality"
"D009105"	"C0026773"	"Dissociative Identity Disorder"
"D009104"	"C0026771"	"Multiple Trauma"
"D012753"	"C0036939"	"Shared Paranoid Disorder"
"D009110"	"C0026785"	"Munchausen Syndrome"
"D012757"	"C0036946"	"Sheep Diseases"
"D012751"	"C0036920"	"Sezary Syndrome"
"D000744"	"C0002880"	"Autoimmune hemolytic anemia"
"D000744"	"C0002883"	"Anemia, Hemolytic, Idiopathic Acquired"
"D000744"	"C0175816"	"Cold Hemagglutinin Disease"
"D000744"	"C0543663"	"Idiopathic Autoimmune Hemolytic Anemia"
"D000743"	"C0002878"	"Anemia, Hemolytic"
"D000743"	"C0002879"	"Anemia, Hemolytic, Acquired"
"D000743"	"C0002889"	"Anemia, Microangiopathic"
"D000743"	"C0221021"	"Microangiopathic hemolytic anemia"
"D000742"	"C0002876"	"Congenital dyserythropoietic anemia"
"D000742"	"C0271933"	"Congenital dyserythropoietic anemia, type I"
"D000742"	"C0271934"	"Congenital dyserythropoietic anemia, type III"
"D000742"	"C1306589"	"Congenital dyserythropoietic anemia, type II"
"D000741"	"C0002874"	"Aplastic Anemia"
"D000741"	"C0178416"	"Hypoplastic anemia"
"D000748"	"C0002886"	"Anemia, Macrocytic"
"D000747"	"C0002884"	"Hypochromic anemia"
"D000747"	"C0008272"	"Asiderotic anemia"
"D000746"	"C0002882"	"Anemia, Hemolytic, Congenital Nonspherocytic"
"D000745"	"C0002881"	"Anemia, Hemolytic, Congenital"
"D012729"	"C0036868"	"Sex Chromosome Aberrations"
"D000740"	"C0002871"	"Anemia"
"D000749"	"C0002888"	"Anemia, Megaloblastic"
"D000755"	"C0002895"	"Anemia, Sickle Cell"
"D000754"	"C0002894"	"Refractory anaemia with excess blasts"
"D000753"	"C0002893"	"Refractory anemias"
"D000752"	"C0002892"	"Anemia, Pernicious"
"D000757"	"C0002902"	"Anencephaly"
"D000757"	"C0302356"	"incomplete anencephaly, hemicrania"
"D000757"	"C0431349"	"Aprosencephaly"
"D000756"	"C0002896"	"Sideroblastic anemia"
"D000751"	"C0002891"	"Anemia, Neonatal"
"D000750"	"C0002890"	"Leukoerythroblastic Anemia"
"D012734"	"C0019269"	"Hermaphroditism"
